t,x,y,z,mf
35.6920000000,69.0164260864,21.0992221832,-5.8944749832,72.41
35.7020000000,67.0777664185,20.3588981628,-5.0979242325,70.28
35.7110000000,68.4348297119,21.5619239807,-5.3368897438,71.95
35.7210000000,67.8532333374,20.9141407013,-5.0979242325,71.19
35.7310000000,68.2409667969,20.3588981628,-5.4165449142,71.42
35.7410000000,68.2409667969,21.2843036652,-5.2572345734,71.68
35.7510000000,68.6286926270,20.9141407013,-5.2572345734,71.94
35.7610000000,68.0470962524,20.6365203857,-5.8148202896,71.34
35.7710000000,69.4041595459,20.9141407013,-5.0979242325,72.67
35.7800000000,69.5980300903,20.8215999603,-4.6996488571,72.80
35.7900000000,66.8838958740,20.8215999603,-5.1775794029,70.24
35.8000000000,67.2716293335,21.1917629242,-5.3368897438,70.73
35.8100000000,69.7918930054,21.0992221832,-5.5758547783,73.12
35.8200000000,68.8225631714,21.1917629242,-5.9741301537,72.26
35.8300000000,69.4041595459,20.9141407013,-4.7793040276,72.64
35.8400000000,67.4654998779,21.0992221832,-5.8944749832,70.93
35.8490000000,67.0777664185,20.5439796448,-4.9386143684,70.33
35.8590000000,67.8532333374,20.1738166809,-5.8944749832,71.03
35.8690000000,67.6593627930,21.1917629242,-6.2927503586,71.18
35.8790000000,67.8532333374,21.4693832397,-5.2572345734,71.36
35.8890000000,66.8838958740,21.3768424988,-5.8148202896,70.46
35.8990000000,69.2102966309,21.0066814423,-5.4961996078,72.54
35.9080000000,69.0164260864,20.9141407013,-4.4606838226,72.25
35.9190000000,69.0164260864,20.7290592194,-5.4165449142,72.27
35.9280000000,67.4654998779,20.9141407013,-5.4165449142,70.84
35.9380000000,68.8225631714,20.8215999603,-5.0182695389,72.08
35.9480000000,67.8532333374,20.9141407013,-5.5758547783,71.22
35.9580000000,67.2716293335,21.5619239807,-5.1775794029,70.83
35.9680000000,68.8225631714,20.8215999603,-5.9741301537,72.15
35.9780000000,68.4348297119,21.0066814423,-4.8589591980,71.75
35.9870000000,68.6286926270,21.4693832397,-5.4165449142,72.11
35.9970000000,68.4348297119,20.6365203857,-5.0182695389,71.65
36.0070000000,67.8532333374,21.6544647217,-5.5758547783,71.44
36.0170000000,66.8838958740,20.8215999603,-5.1775794029,70.24
36.0270000000,69.5980300903,20.6365203857,-5.3368897438,72.79
36.0370000000,67.0777664185,20.9141407013,-5.7351651192,70.50
36.0470000000,68.8225631714,21.0066814423,-4.8589591980,72.12
36.0570000000,68.0470962524,21.3768424988,-5.4961996078,71.54
36.0660000000,66.8838958740,20.4514389038,-5.4961996078,70.16
36.0760000000,67.6593627930,20.6365203857,-5.8148202896,70.98
36.0860000000,69.5980300903,21.5619239807,-5.0182695389,73.03
36.0960000000,68.4348297119,21.1917629242,-5.8148202896,71.88
36.1060000000,68.8225631714,21.0066814423,-5.6555099487,72.18
36.1150000000,69.0164260864,21.0992221832,-5.5758547783,72.38
36.1260000000,67.4654998779,20.9141407013,-5.0979242325,70.82
36.1350000000,67.8532333374,20.9141407013,-5.4165449142,71.21
36.1450000000,68.4348297119,21.1917629242,-5.4961996078,71.85
36.1550000000,67.2716293335,21.9320850372,-5.4961996078,70.97
36.1650000000,70.3734970093,21.3768424988,-5.1775794029,73.73
36.1750000000,69.5980300903,20.8215999603,-5.8148202896,72.88
36.1850000000,69.0164260864,20.7290592194,-5.0979242325,72.24
36.1940000000,70.1796264648,20.7290592194,-5.7351651192,73.40
36.2040000000,69.0164260864,21.4693832397,-5.0979242325,72.46
36.2140000000,66.1084365845,21.5619239807,-5.3368897438,69.74
36.2240000000,67.8532333374,21.0992221832,-5.0979242325,71.24
36.2340000000,66.6900329590,20.7290592194,-5.2572345734,70.03
36.2440000000,69.7918930054,20.7290592194,-5.4165449142,73.01
36.2540000000,70.5673599243,21.6544647217,-5.7351651192,74.04
36.2640000000,67.6593627930,20.6365203857,-5.6555099487,70.96
36.2730000000,67.6593627930,21.0066814423,-5.6555099487,71.07
36.2830000000,68.4348297119,20.0812759399,-5.8148202896,71.56
36.2930000000,68.6286926270,21.0992221832,-4.7793040276,71.96
36.3030000000,66.1084365845,21.3768424988,-5.1775794029,69.67
36.3130000000,68.2409667969,21.4693832397,-5.4165449142,71.74
36.3230000000,68.0470962524,21.7470054626,-5.6555099487,71.66
36.3330000000,68.2409667969,21.0992221832,-5.0979242325,71.61
36.3420000000,68.6286926270,21.2843036652,-5.2572345734,72.05
36.3520000000,67.2716293335,20.4514389038,-5.1775794029,70.50
36.3620000000,67.4654998779,20.9141407013,-5.0979242325,70.82
36.3720000000,67.2716293335,20.6365203857,-5.6555099487,70.59
36.3820000000,69.4041595459,20.7290592194,-5.5758547783,72.65
36.3920000000,69.5980300903,21.7470054626,-5.3368897438,73.11
36.4010000000,68.0470962524,21.1917629242,-5.1775794029,71.46
36.4120000000,67.8532333374,21.0992221832,-5.5758547783,71.28
36.4210000000,68.6286926270,20.7290592194,-5.0979242325,71.87
36.4310000000,67.4654998779,21.0992221832,-5.2572345734,70.88
36.4410000000,66.8838958740,21.3768424988,-5.9741301537,70.47
36.4510000000,67.4654998779,20.5439796448,-5.4165449142,70.73
36.4610000000,67.6593627930,21.0066814423,-5.6555099487,71.07
36.4710000000,68.0470962524,21.1917629242,-5.1775794029,71.46
36.4800000000,67.8532333374,21.4693832397,-5.4165449142,71.37
36.4900000000,67.0777664185,21.0992221832,-4.9386143684,70.49
36.5000000000,68.6286926270,21.2843036652,-5.4165449142,72.06
36.5100000000,67.2716293335,21.5619239807,-4.8589591980,70.81
36.5200000000,67.6593627930,21.7470054626,-5.8148202896,71.31
36.5290000000,69.0164260864,21.2843036652,-5.2572345734,72.41
36.5400000000,68.2409667969,21.0992221832,-5.4165449142,71.63
36.5490000000,68.0470962524,21.5619239807,-5.6555099487,71.61
36.5590000000,66.6900329590,21.2843036652,-5.2572345734,70.20
