t,x,y,z,mf
25293,66.5527,-1.9531,-25.7813,71.40
25304,84.8145,7.2754,-22.0215,87.93
25315,105.7129,17.1875,-7.6172,107.37
25326,129.0039,32.3242,21.4355,134.71
25337,129.0039,39.9902,73.5352,153.78
25348,152.7832,39.9902,73.5352,174.21
25358,150.2441,38.0371,87.7930,178.12
25369,151.3184,45.2637,96.1914,184.93
25380,94.5801,51.8066,93.1641,142.51
25391,48.7305,41.0156,61.5234,88.56
25402,16.7480,32.9102,36.8652,52.18
25413,6.9336,28.3203,18.3105,34.43
25424,6.9336,25.0977,3.6133,26.29
25435,-1.4160,25.0977,3.6133,25.40
25445,-7.7148,23.0957,-4.2480,24.72
25456,-5.1758,25.4395,-10.7422,28.10
25467,-7.2754,26.3184,-14.6484,30.99
25478,-9.5703,25.5859,-15.6250,31.47
25489,-10.8887,25.5859,-17.2363,32.72
25500,-11.2793,25.2441,-18.0664,33.03
25511,-11.2793,25.2441,-19.2871,33.71
25522,-11.6699,25.5859,-19.2871,34.10
25532,-12.2070,26.5137,-19.7754,35.26
25543,-12.2070,26.1230,-20.7031,35.50
25554,-12.6465,25.6348,-20.3613,35.09
25565,-12.2070,26.0254,-22.2168,36.33
25576,-11.9629,25.9766,-20.5566,35.22
25587,-12.4023,26.2207,-21.7773,36.27
25598,-12.4023,26.2207,-22.1680,36.51
25609,-12.2559,26.5137,-22.1680,36.67
25619,-13.1836,25.9766,-22.4121,36.75
25630,-11.2305,26.4160,-21.1914,35.68
25641,-11.2793,26.0254,-21.3379,35.49
25652,-11.6211,26.3184,-21.2402,35.76
25663,-11.0352,25.8301,-21.9238,35.63
25674,-11.3770,26.0254,-21.9727,35.91
25685,-11.3770,26.0254,-21.9727,35.91
25695,-11.5723,25.9277,-21.9727,35.90
25706,-11.3770,26.4648,-21.6797,36.05
25717,-11.6699,25.9766,-21.5332,35.70
25728,-11.4258,26.3672,-21.3867,35.82
25739,-11.4746,26.3672,-21.3867,35.84
25750,-12.1094,26.8066,-22.1191,36.80
